用户名,会员,星级,评论,采集时间,类型1,评论时间1,类型2,评论时间2,评论时间3,评论时间4
小***6,,"<div class=""comment-star star2""></div>",不好用呢。爱过敏。唉。心烦,11:34.6,水润保湿面膜10片,2017/11/21 1:36,,,,
u***g,,"<div class=""comment-star star3""></div>",一分钱一分货吧不怎么样,11:34.6,水润保湿面膜10片,2017/4/24 13:15,,,,
四***L,PLUS会员,"<div class=""comment-star star2""></div>",正在体验，具体还不知道,11:34.7,,,水润保湿面膜10片,,2017/4/23 19:55,
r***O,,"<div class=""comment-star star2""></div>",还没有用，还不知道效果,11:35.0,水润保湿面膜10片,2017/6/17 22:31,,,,
****2,,"<div class=""comment-star star2""></div>",水份不足和店里的不一样,11:35.0,水润保湿面膜10片,2016/9/3 23:03,,,,
1***p,,"<div class=""comment-star star3""></div>",感觉没有之前买的用着润,11:35.1,水润保湿面膜10片,2016/12/29 11:52,,,,
****d,,"<div class=""comment-star star3""></div>",跟之前用的似乎不太一样,11:35.1,水润保湿面膜10片,2017/5/2 17:04,,,,
u***p,,"<div class=""comment-star star2""></div>",盒子都瘪了，感觉像烂的,11:35.2,水润保湿面膜,,,,,
冲***子,PLUS会员,"<div class=""comment-star star3""></div>",老婆说和代购的差异太大,11:35.2,水润保湿面膜10片,2017/6/14 17:38,,,,
8***0,,"<div class=""comment-star star3""></div>",一般般吧，效果不是特别好,11:35.3,水润保湿面膜10片,2017/5/31 22:27,,,,
****3,,"<div class=""comment-star star3""></div>",不知道是不是正品没有正品标识,11:35.3,水润保湿面膜10片,2018/7/11 17:06,,,,
****v,,"<div class=""comment-star star3""></div>",敷了之后感觉有些油油哈,11:35.4,水润保湿面膜10片,2017/9/28 11:45,,,,
创***靈,,"<div class=""comment-star star2""></div>",做工不太好，价格不稳定,11:35.4,【热销爆款】水润保湿面膜10片,,,,,
****l,,"<div class=""comment-star star2""></div>",还没用，不过看包装很一般,11:35.7,水润保湿面膜10片,,,,,2017/3/3 10:37
J***3,,"<div class=""comment-star star3""></div>",精华液没有商场卖的粘稠,11:35.8,水润保湿面膜10片,2017/12/7 21:48,,,,
星***翔,PLUS会员,"<div class=""comment-star star3""></div>",不知道是不是正品，不好用,11:35.8,水润保湿面膜10片,2017/4/4 7:26,,,,
u***o,PLUS会员,"<div class=""comment-star star2""></div>",包装封口不妥，让我产生正品质疑,11:35.9,,,水润保湿面膜10片,,2016/11/19 22:44,
久***名,,"<div class=""comment-star star3""></div>",感觉也不是特别好一般吧,11:35.9,水润保湿面膜10片,2016/7/24 3:25,,,,
W***w,,"<div class=""comment-star star2""></div>",用着一般，不是预想的那么好,11:36.0,水润保湿面膜10片,2016/12/19 15:33,,,,
a***叶,,"<div class=""comment-star star2""></div>",还行吧，效果也没那么明显,11:36.1,水润保湿面膜10片,2016/8/30 21:51,,,,
****n,,"<div class=""comment-star star3""></div>",一般般啊。哪有说的那么好,11:36.1,水润保湿面膜10片,2018/4/28 10:26,,,,
****x,,"<div class=""comment-star star2""></div>",精华太少，只能挤出一点点，,11:36.2,水润保湿面膜,,,,,
u***f,,"<div class=""comment-star star3""></div>",还好吧没有宣传的那么好,11:36.2,,,水润保湿面膜10片,,2016/10/31 2:50,
C***N,PLUS会员,"<div class=""comment-star star3""></div>",感觉跟我之前买的不一样,11:36.5,水润保湿面膜10片,2018/9/11 14:59,,,,
C***N,PLUS会员,"<div class=""comment-star star3""></div>",感觉跟我之前买的不一样,11:36.6,水润保湿面膜10片,2018/9/11 14:59,,,,
黑***的,,"<div class=""comment-star star2""></div>",买了就降价，价格保护还申请不了,11:36.6,水润保湿面膜,,,,,
****?,,"<div class=""comment-star star2""></div>",越来越假，没以前有效果了,11:36.7,水润保湿面膜10片,2018/7/28 18:06,,,,
s***p,PLUS会员,"<div class=""comment-star star3""></div>",大品牌，希望是正品！价格偏贵。,11:36.7,水润保湿面膜10片,2018/1/28 11:48,,,,
****B,,"<div class=""comment-star star3""></div>",一般般，没有特别的水润。,11:36.8,水润保湿面膜,,,,,
W***z,PLUS会员,"<div class=""comment-star star2""></div>",和一起买的不一样特别干,11:36.9,水润保湿面膜10片,2017/4/27 15:19,,,,
y***e,,"<div class=""comment-star star3""></div>",刚买1天就降价了，而且不能价格保护。,11:36.9,水润保湿面膜10片,2016/10/26 11:04,,,,
张***3,,"<div class=""comment-star star3""></div>",感觉没有之前买的好用呢,11:36.9,水润保湿面膜,,,,,
m***9,PLUS会员,"<div class=""comment-star star3""></div>",包装都撕开了，不知道是不是正品,11:37.0,水润保湿面膜10片,2017/12/21 16:11,,,,
****0,PLUS会员,"<div class=""comment-star star3""></div>",不喜欢这种改良的厚纸膜,11:37.3,水润保湿面膜10片,2017/9/7 23:34,,,,
一***喵,,"<div class=""comment-star star3""></div>",一般般，奶奶不是特别满意,11:37.4,水润保湿面膜10片,2017/9/10 23:30,,,,
****d,PLUS会员,"<div class=""comment-star star3""></div>",刚买就降价了，希望能有效果,11:37.4,【热销爆款】水润保湿面膜,2020/6/12 13:39,,,,
****o,PLUS会员,"<div class=""comment-star star3""></div>",包装都是破的，不知道是正品不是,11:37.5,,,水润保湿面膜10片,,2018/3/2 0:08,
小***d,,"<div class=""comment-star star2""></div>",感觉没有开始用的时候好,11:37.6,水润保湿面膜,,,,,
****i,,"<div class=""comment-star star3""></div>",一般般，补水效果不是很好,11:37.6,水润保湿面膜10片,2017/11/28 0:13,,,,
蔡***8,,"<div class=""comment-star star3""></div>",假，面膜的布颜色都不同，,11:37.7,水润保湿面膜10片,2017/10/21 22:13,,,,
m***8,PLUS会员,"<div class=""comment-star star2""></div>",好用，不过京东的价位波动太大,11:37.7,水润保湿面膜10片,2017/8/9 21:42,,,,
张***3,,"<div class=""comment-star star2""></div>",感觉好像是假的，不怎么好用,11:37.8,水润保湿面膜10片,2016/10/7 16:12,,,,
疯***跑,,"<div class=""comment-star star2""></div>",高仿的吧，包装不是很完美,11:37.9,,,水润保湿面膜10片,,2017/11/11 13:57,
k***n,PLUS会员,"<div class=""comment-star star3""></div>",感觉效果不太明显，一般般,11:38.2,水润保湿面膜,,,,,
u***4,,"<div class=""comment-star star3""></div>",连续用了5片，效果有些失望,11:38.2,水润保湿面膜10片,2017/11/17 1:42,,,,
爱***b,,"<div class=""comment-star star2""></div>",刚买完就降价了从125到76没谁了你这,11:38.3,水润保湿面膜10片,2017/9/27 11:51,,,,
s***B,,"<div class=""comment-star star2""></div>",贵了，一般般，效果看不出来,11:38.3,水润保湿面膜10片,2018/6/4 23:10,,,,
雪***8,,"<div class=""comment-star star3""></div>",买回来一包，尽然纸盒子是拆封的！,11:38.4,水润保湿面膜10片,2017/11/10 22:31,,,,
s***o,PLUS会员,"<div class=""comment-star star3""></div>",没有防伪标签，估计是假的,11:38.4,水润保湿面膜10片,2016/10/3 17:06,,,,
R***g,,"<div class=""comment-star star3""></div>",包装一般般，表面都渗水了,11:38.5,水润保湿面膜10片,2016/10/17 22:35,,,,
****k,,"<div class=""comment-star star3""></div>",送货速度慢，还得自己去拿,11:38.5,水润保湿面膜10片,2016/12/13 21:58,,,,
g***2,,"<div class=""comment-star star2""></div>",好像比考拉上买的稀！虽然价格很便宜,11:38.6,水润保湿面膜10片,2017/11/15 23:27,,,,
z***2,PLUS会员,"<div class=""comment-star star3""></div>",盒子是坏的！也不知道是不是正品！,11:38.6,水润保湿面膜10片,2018/8/24 14:28,,,,
小***样,,"<div class=""comment-star star3""></div>",包装好像被拆过，担心会不会被换包了,11:39.0,,,水润保湿面膜,2018/10/24 14:08,,
盛***9,PLUS会员,"<div class=""comment-star star2""></div>",购买回来商品已经破裂了，貌似被拆过,11:39.1,,,水润保湿面膜10片,,2017/6/21 8:57,
杯***i,,"<div class=""comment-star star2""></div>",东西是不错就是算下来还比以前贵了,11:39.1,水润保湿面膜10片,2018/9/27 13:19,,,,
****z,,"<div class=""comment-star star2""></div>",我买了四盒面膜，为什么只收到了三盒,11:39.2,【热销爆款】水润保湿面膜,,,,,
5***c,,"<div class=""comment-star star2""></div>",本来还挺期待的看到这包装真是醉了,11:39.2,,,水润保湿面膜,2019/1/25 12:47,,
七***夏,,"<div class=""comment-star star3""></div>",还没用.送到时的包装压坏了,11:39.3,,,水润保湿面膜10片,,2016/7/23 15:51,
****9,PLUS会员,"<div class=""comment-star star2""></div>",感觉还行就是厚精华也很少,11:39.3,针剂水库补水保湿面膜25ml*10,2016/6/3 13:31,,,,
u***w,PLUS会员,"<div class=""comment-star star3""></div>",便宜是便宜但和之前买的有些不一样,11:39.4,【热销爆款】水润保湿面膜,,,,,
****i,PLUS会员,"<div class=""comment-star star3""></div>",新款面膜纸烂透了，客服态度生硬，呵呵,11:39.5,水润保湿面膜,,,,,
****4,PLUS会员,"<div class=""comment-star star3""></div>",不好，和我以前用的不一样，,11:39.5,水润保湿面膜10片,2017/4/5 19:07,,,,
小***4,,"<div class=""comment-star star3""></div>",用了两天，感觉补水效果一般,11:39.8,水润保湿面膜10片,2016/10/17 10:09,,,,
****r,,"<div class=""comment-star star2""></div>",被压坏了而且看起来旧旧的,11:39.9,水润保湿面膜10片,2016/11/16 17:01,,,,
****c,,"<div class=""comment-star star3""></div>",感觉第三方的还是不太靠谱,11:39.9,水润保湿面膜10片,2017/6/14 15:52,,,,
****i,,"<div class=""comment-star star3""></div>",请问我的包装盒是为谁拼过命吗？???,11:40.0,,,水润保湿面膜,2019/2/16 18:08,,
u***7,,"<div class=""comment-star star3""></div>",感觉和之前买的有点不一样,11:40.0,水润保湿面膜10片,2017/7/31 17:49,,,,
****1,PLUS会员,"<div class=""comment-star star2""></div>",两个盒子为什么颜色不一样,11:40.0,,,水润保湿面膜10片,,2017/8/10 21:13,
s***h,,"<div class=""comment-star star3""></div>",跟之前用过的感觉不太一样,11:40.1,水润保湿面膜10片,2017/9/27 12:51,,,,
鸭***啦,PLUS会员,"<div class=""comment-star star3""></div>",好像是假的这个批次的产品有问题,11:40.1,水润保湿面膜10片,2016/12/6 11:20,,,,
塞***雪,,"<div class=""comment-star star3""></div>",用了两次感觉没有什么效果,11:40.2,水润保湿面膜10片,2017/11/17 23:27,,,,
u***e,,"<div class=""comment-star star2""></div>",老包装就算了还不是×3的，不会回购,11:40.3,,,水润保湿面膜10片,,2016/9/5 20:23,
u***p,,"<div class=""comment-star star2""></div>",还没有用不知道效果怎么样,11:40.6,水润保湿面膜10片,2017/12/20 16:39,,,,
****e,,"<div class=""comment-star star3""></div>",一般般吧，感觉没其他用的好,11:40.6,,,水润保湿面膜10片,,2017/12/17 20:18,
u***v,,"<div class=""comment-star star2""></div>",一直用这面膜，感觉这次买到假货了,11:40.7,水润保湿面膜10片,2017/8/14 15:50,,,,
****w,PLUS会员,"<div class=""comment-star star2""></div>",买完不久就降价，不可理解！,11:40.7,水润保湿面膜,,,,,
k***1,PLUS会员,"<div class=""comment-star star3""></div>",精华液少，有点怀疑是否正品,11:40.8,水润保湿面膜10片,2017/1/6 17:52,,,,
****5,PLUS会员,"<div class=""comment-star star3""></div>",感觉不对，不知道是不是正品,11:40.8,水润保湿面膜10片,,,,,2017/2/3 8:49
****r,,"<div class=""comment-star star2""></div>",跟以前朋友给的不一样，比较厚。,11:40.9,水润保湿面膜10片,2016/11/14 11:47,,,,
十***德,,"<div class=""comment-star star3""></div>",用着一般用着一般用着一般,11:41.0,水润保湿面膜,,,,,
k***爸,,"<div class=""comment-star star2""></div>",假的，和我在韩国免税店买的就是不一样,11:41.0,水润保湿面膜,,,,,
****子,,"<div class=""comment-star star3""></div>",跟以前买的不一样，没那么补水,11:41.1,针剂水库补水保湿面膜25ml*10,2016/7/3 8:52,,,,
王***0,,"<div class=""comment-star star3""></div>",感觉一般吧毕竟价格在那,11:41.4,水润保湿面膜10片,2018/6/8 9:02,,,,
w***a,PLUS会员,"<div class=""comment-star star3""></div>",不咋的啦不咋的啦补水不好,11:41.4,水润保湿面膜,,,,,
****0,,"<div class=""comment-star star2""></div>",也不知道是真是假，也不是很懂,11:41.5,水润保湿面膜10片,2016/11/15 10:35,,,,
O***7,PLUS会员,"<div class=""comment-star star2""></div>",质量一般，面膜拿出来就破了,11:41.5,【热销爆款】水润保湿面膜,,,,,
****D,,"<div class=""comment-star star2""></div>",包装还是瘪瘪的，面膜还可以,11:41.6,,,水润保湿面膜10片,,2016/11/14 12:21,
4***m,,"<div class=""comment-star star3""></div>",包装都是坏的送货速又慢价格实惠,11:41.6,针剂水库补水保湿面膜25ml*10,2016/6/16 20:52,,,,
****m,,"<div class=""comment-star star2""></div>",买了三盒，一盒包装直接是开的。??,11:41.7,,,水润保湿面膜,2019/8/4 13:09,,
J***8,,"<div class=""comment-star star2""></div>",为什么用双汇火腿肠的箱子装面膜，，，，，,11:41.7,【热销爆款】水润保湿面膜,,,,,
****d,,"<div class=""comment-star star2""></div>",跟之前买的不一样，这个比较厚,2022/4/22 16:11,水润保湿面膜10片,2018/3/29 22:35,,,,
耷***莫,,"<div class=""comment-star star3""></div>",没有纸箱子，面膜盒子都压烂了,2022/4/22 16:11,,,水润保湿面膜10片,,2018/6/5 20:38,
